Column1,Column2,Column 3,gram_similarity
सडकको कुनामा दुईजना मानिस आमनेसामने छन्।,दुईजना मान्छे पछाडि उभिरहेका छन्।,0,0.0
सडकको कुनामा दुईजना मानिस आमनेसामने छन्।,दुई जना बाहिर छन्,1,0.0
रातो लुगा लगाएकी एउटी महिलाले आफ्नो मुनिका मानिसहरूलाई हेर्दै पेय पिउदै।,कालो पहिरन लगाएकी एउटी महिलाले आफ्नो मुनि कुकुरहरूलाई हेर्दा रक्सी पिउदै।,0,0.14285714285714285
रातो लुगा लगाएकी एउटी महिलाले आफ्नो मुनिका मानिसहरूलाई हेर्दै पेय पिउदै।,मानिसहरूले हेर्दै गर्दा एक व्यक्तिले रक्सी खान्छ।,1,0.25
"रातो र सेतो पहिरन लगाएका धेरै व्यक्तिहरू सडकमा अर्को केटी, रातो ब्लाउज लगाएर, रक्सी समातेर माथिबाट हेरिरहेका छन्।",जनता सबै नग्न छन्।,0,0.0
"रातो र सेतो पहिरन लगाएका धेरै व्यक्तिहरू सडकमा अर्को केटी, रातो ब्लाउज लगाएर, रक्सी समातेर माथिबाट हेरिरहेका छन्।",मानिसहरु सडकमा हिडिरहेका छन् ।,1,0.0
सेतो र रातो पहिरन लगाएका धेरै मानिसहरू हिडिरहेका शहरको सडकको दृश्य।,सेतो र रातो पहिरन लगाएका केही मानिसहरु हिडिरहेको सहरको सडकको दृश्य छ।,1,0.7142857142857143
सेतो र रातो पहिरन लगाएका धेरै मानिसहरू हिडिरहेका शहरको सडकको दृश्य।,सेतो र रातो पहिरन लगाएका धेरै मानिसहरू हिंड्दा सहरको सडकको दृश्य देखिन्छ।,1,0.5714285714285714
सेतो र रातो पहिरन लगाएका धेरै मानिसहरू हिडिरहेका शहरको सडकको दृश्य।,कालो र पहेँलो पहिरन लगाएर हिँड्दा सहरको सडकको दृश्य देखिँदैन ।,0,0.14285714285714285
दुईजना वृद्ध व्यक्तिहरू माइक्रोफोनमा वाद्ययन्त्र बजाउँदै गाउँछन्।,जनता मिलेर कोलाहल गरिरहेका छन् ।,1,0.0
दुईजना वृद्ध व्यक्तिहरू माइक्रोफोनमा वाद्ययन्त्र बजाउँदै गाउँछन्।,जनता चुपचाप खाना खाइरहेका छन् ।,0,0.0
"खैरो टोपी लगाएको एक वृद्ध मध्यम उमेरका मानिस गिटार बजाइरहेको छ र माइक्रोफोनमा गाउँदै छ; उनकी महिला साथी माइक्रोफोनमा गाइरहेकी छिन् र वाद्य पनि बजाइरहेकी छिन्, तर महिलाको बाजा सजिलै देख्न सकिँदैन।","महिलाले आफ्नो चम्किलो ब्यान्जो निकाल्दा दम्पतीले सुमधुर गीत गाउँछन्, यो भीडमा उभिएर चम्किरहेको छ।",0,0.0
"खैरो टोपी लगाएको एक वृद्ध मध्यम उमेरका मानिस गिटार बजाइरहेको छ र माइक्रोफोनमा गाउँदै छ; उनकी महिला साथी माइक्रोफोनमा गाइरहेकी छिन् र वाद्य पनि बजाइरहेकी छिन्, तर महिलाको बाजा सजिलै देख्न सकिँदैन।","पुरुष र महिलाले आफ्नो बाजा बजाउँछन्, यद्यपि महिलाको यन्त्रलाई केहिले अवरुद्ध गरेको छ।",1,0.16666666666666666
एउटी युवतीले बुल दौडको बेला बालकनीमा रक्सी पिउँदै।,महिलाले रक्सी पिइन् ।,1,0.0
एउटी युवतीले बुल दौडको बेला बालकनीमा रक्सी पिउँदै।,महिलाले बालकनीमा कैंडी बार खाइन्।,0,0.0
केही बुढाबुढी बाजा बजाउँदै गाउँदै ।,बूढापाकाहरू गाउँछन् र वाद्य बजाउँछन्,1,0.0
केही बुढाबुढी बाजा बजाउँदै गाउँदै ।,बुढाबुढीहरु आफ्नो मृत्यु ओछ्यानमा टिभी हेरिरहेका छन्,0,0.0
कैयौ मानिसहरु सो क्षेत्रमा पर्खाल लगाएर बसेका छन् ।,चारैतिर घेरा लगाएर उभिरहेका छन् ।,1,0.0
कैयौ मानिसहरु सो क्षेत्रमा पर्खाल लगाएर बसेका छन् ।,केही मानिसहरु पर्खाल लगाएर बसिरहेका छन् ।,0,0.3333333333333333
हिउँमा हिँडिरहेको चार व्यक्तिको साथ जाडो परिदृश्य।,हिड्ने मान्छे संग एक जाडो दृश्य।,1,0.0
हिउँमा हिँडिरहेको चार व्यक्तिको साथ जाडो परिदृश्य।,स्विमसूटमा लुगा लगाएका मानिसहरूसँगको जाडो परिदृश्य।,0,0.25
दुईवटा कुकुर सुक्खा जमिनमा दौडिरहेका छन्।,दुई जनावरहरू सुख्खा जमिनमा दौडिरहेका छन्।,1,0.25
दुईवटा कुकुर सुक्खा जमिनमा दौडिरहेका छन्।,दुई बिरालाहरू सुख्खा जमिनमा दौडिरहेका छन्।,0,0.25
फोहोर बाटोमा हिँडिरहेका दुई कुकुरहरू।,जनावरहरू भित्र निद्रा लिइरहेका छन्।,0,0.0
फोहोर बाटोमा हिँडिरहेका दुई कुकुरहरू।,जनावरहरू चलिरहेका छन्।,1,0.0
कुकुरहरू मरुभूमिमा हिडिरहेका छन्।,मरुभूमिमा कुकुरहरू दौडिरहेका छन्।,0,0.0
कुकुरहरू मरुभूमिमा हिडिरहेका छन्।,कुकुरहरू समुद्र तटमा छन्।,1,0.0
दुई कुकुरहरू क्यामेराबाट टाढा झाडी र घाँस हुँदै हिंडिरहेका छन्।,बाहिर केही कुकुरहरू छन्।,1,0.0
दुई कुकुरहरू क्यामेराबाट टाढा झाडी र घाँस हुँदै हिंडिरहेका छन्।,कुकुरहरू क्यामेरातिर दौडिरहेका छन्।,0,0.0
एक जना मानिसले टेथर समातेको छ जब उसले चारै दिशामा पानी छर्किरहेको छ!,मोटरसाइकलमा एक मानिस,0,0.0
एक जना मानिसले टेथर समातेको छ जब उसले चारै दिशामा पानी छर्किरहेको छ!,पानी पिउने मान्छे,1,0.0
बाहिर दुईवटा कुकुर खेलिरहेका छन्।,आँगनमा कुकुरहरू छन्।,1,0.0
बाहिर दुईवटा कुकुर खेलिरहेका छन्।,दुईवटा कुकुर घरबाट दौडिरहेका छन्।,0,0.5
नीलो पोशाकमा एउटी जवान भारतीय केटी क्यामेरातिर इशारा गर्दै मुस्कुराउँदै छिन्।,केटीले जिन्स लगाएकी छिन्।,0,0.0
नीलो पोशाकमा एउटी जवान भारतीय केटी क्यामेरातिर इशारा गर्दै मुस्कुराउँदै छिन्।,केटी टिभीमा छिन्,1,0.0
"पातलो, लामो, नीलो कपडा समातेर नीलो पोशाक लगाएका केटीहरू जबकि एउटी केटी मुस्कुराउँदै क्यामेरातिर इशारा गर्दै।",केटीहरूले रातो स्वेटर लगाएका छन्।,0,0.0
"पातलो, लामो, नीलो कपडा समातेर नीलो पोशाक लगाएका केटीहरू जबकि एउटी केटी मुस्कुराउँदै क्यामेरातिर इशारा गर्दै।",कम्तिमा एक केटी मुस्कुराइरहेकी छिन्।,1,0.0
"पातलो, लामो, नीलो कपडा समातेर नीलो पोशाक लगाएका केटीहरू जबकि एउटी केटी मुस्कुराउँदै क्यामेरातिर इशारा गर्दै।",त्यहाँ एउटी मुस्कुराउँदै केटी क्यामेरातिर इशारा गर्दै छिन्।,1,0.25
"पातलो, लामो, नीलो कपडा समातेर नीलो पोशाक लगाएका केटीहरू जबकि एउटी केटी मुस्कुराउँदै क्यामेरातिर इशारा गर्दै।",एउटी केटी मुस्कुराउँदै र क्यामेरातर्फ इशारा गर्दै गर्दा कपडा समातेको मान्छे।,0,0.2857142857142857
"पातलो, लामो, नीलो कपडा समातेर नीलो पोशाक लगाएका केटीहरू जबकि एउटी केटी मुस्कुराउँदै क्यामेरातिर इशारा गर्दै।","नीलो लुगा लगाएका धेरै केटीहरू, जसमध्ये एक मुस्कुराउँछिन्",1,0.0
"पातलो, लामो, नीलो कपडा समातेर नीलो पोशाक लगाएका केटीहरू जबकि एउटी केटी मुस्कुराउँदै क्यामेरातिर इशारा गर्दै।",एउटी महिलाले कपडा समातिरहेकी छिन् भने अर्की महिलाले क्यामेरातिर इशारा गर्छिन्।,1,0.16666666666666666
"पातलो, लामो, नीलो कपडा समातेर नीलो पोशाक लगाएका केटीहरू जबकि एउटी केटी मुस्कुराउँदै क्यामेरातिर इशारा गर्दै।",एउटी केटी मुस्कुराउँछिन् र तस्वीरमा औंल्याउँछिन्।,1,0.5
"पातलो, लामो, नीलो कपडा समातेर नीलो पोशाक लगाएका केटीहरू जबकि एउटी केटी मुस्कुराउँदै क्यामेरातिर इशारा गर्दै।",युवतीहरुले चड्डी लगाएका छन् ।,0,0.0
"पातलो, लामो, नीलो कपडा समातेर नीलो पोशाक लगाएका केटीहरू जबकि एउटी केटी मुस्कुराउँदै क्यामेरातिर इशारा गर्दै।",स्विमसूट लगाएका केटीहरू खाली पोखरीमा डुब्न तयार हुन्छन्।,0,0.0
"पातलो, लामो, नीलो कपडा समातेर नीलो पोशाक लगाएका केटीहरू जबकि एउटी केटी मुस्कुराउँदै क्यामेरातिर इशारा गर्दै।",बीस कुकुरले दुखी केटीको आँसु चाट्छन्,0,0.0
रातो फ्रिसबी समात्दै कुकुर।,एउटा कुकुरले आफ्नो टाउको माथिबाट फ्रिसबी गुजरिरहेको र हावा खाइरहेको हेर्छ।,0,0.0
रातो फ्रिसबी समात्दै कुकुर।,एउटा कुकुर क्याच खेलिरहेको छ।,1,0.0
नीलो पोशाकमा केटीहरूले ठूला नीलो कपडाहरू समातिरहेका छन्।,केटाहरूको समूह बल खेल्दै।,0,0.0
नीलो पोशाकमा केटीहरूले ठूला नीलो कपडाहरू समातिरहेका छन्।,नीलो लुगा लगाएका केटीहरूको समूह।,1,0.0
स्विमिङ चश्मा लगाएका एक व्यक्ति स्विमिङ पूलको लेनमा क्रल गर्दै छन्।,कोही पनि पोखरीमा छैनन्।,0,0.0
स्विमिङ चश्मा लगाएका एक व्यक्ति स्विमिङ पूलको लेनमा क्रल गर्दै छन्।,पोखरीमा मान्छे,1,0.0
दुईजना भारतीय मानिस विवाहमा फूलको पंखुडी भरी भुइँमा नाचिरहेका छन्।,विवाह समारोहमा नाच्दै दुई भारतीय व्यक्ति।,1,0.0
दुईजना भारतीय मानिस विवाहमा फूलको पंखुडी भरी भुइँमा नाचिरहेका छन्।,दुई भारतीय मानिसहरू विवाहको खाना खाइरहेका छन्।,0,0.4
केटाहरू बालुवामा लट्ठीले कोर्छन्।,वयस्कहरूले भद्दा बालुवाको महल बनाउँछन्।,0,0.0
केटाहरू बालुवामा लट्ठीले कोर्छन्।,केटाकेटीहरू सरल रूपमा खेल्छन्।,1,0.0
नीलो लुगा लगाएकी एउटी केटी ट्यूब स्लाइड तल सर्दै छ।,रातो लुगा लगाएकी केटी बाँदरको बारमा खेलिरहेकी छिन्।,0,0.0
नीलो लुगा लगाएकी एउटी केटी ट्यूब स्लाइड तल सर्दै छ।,नीलो लुगा लगाएकी एउटी केटी खेल मैदानमा खेलिरहेकी छिन्।,1,0.5
पानीबाट पौडी खेलिरहेको छ,पौडीबाज पानीबाट माथि आउँदैछ।,1,0.0
पानीबाट पौडी खेलिरहेको छ,पौडीबाज डुब्दैछ।,0,0.0
दाह्री भएको मानिसले रातो बन्डना र छालाको ज्याकेट लगाएको टिशर्टमा अमेरिकी झण्डा छ।,दाह्री भएको मानिसले अमेरिकाको थिमको जर्सी लगाएको छ।,1,0.25
दाह्री भएको मानिसले रातो बन्डना र छालाको ज्याकेट लगाएको टिशर्टमा अमेरिकी झण्डा छ।,ब्यान्डना पहेंलो छ।,0,0.0
पानीबाट बाहिर निस्कँदा पौडी खेल्नेको हात समातिन्छ।,पौडीबाज समुद्रको गहिराइमा डुबुल्की मार्दै छ।,0,0.0
पानीबाट बाहिर निस्कँदा पौडी खेल्नेको हात समातिन्छ।,पौडी खेल्ने महिला हुन् ।,0,0.5
पानीबाट बाहिर निस्कँदा पौडी खेल्नेको हात समातिन्छ।,पौडीबाज पानीबाट बाहिर निस्किरहेको छ।,1,0.0
एक पौडीबाज प्रतिस्पर्धा पछि पानी बाहिर निस्कन्छ।,एक व्यक्ति भिजेको छ।,1,0.0
एक पौडीबाज प्रतिस्पर्धा पछि पानी बाहिर निस्कन्छ।,एउटा मान्छे मैदानमा दौडिरहेको छ।,0,0.0
हरियो शर्ट लगाएको बच्चा समुद्र तटमा केही मानिसहरूसँग कुरा गर्दै छ।,बच्चा बाँझो खेतमा छ।,0,0.0
हरियो शर्ट लगाएको बच्चा समुद्र तटमा केही मानिसहरूसँग कुरा गर्दै छ।,बच्चाले हरियो पहिरन लगाएको छ।,1,0.0
समुन्द्रको किनाराको बालुवामा चारजना सनहटमा बसेर सँगै कुरा गरिरहेका छन् ।,टोपी बिना तीन मान्छे समुद्र तट मा बसिरहेका छन्।,0,0.0
समुन्द्रको किनाराको बालुवामा चारजना सनहटमा बसेर सँगै कुरा गरिरहेका छन् ।,बाहिर चार जना बस्छन् ।,1,0.0
तीन केटाहरू पानीको छेउमा बलौटे समुद्र तटमा बसिरहेका छन् र एकजना दुई साना केटीहरूसँग कुरा गरिरहेका छन्।,केटी समुद्र तटमा एक्लै बसे।,0,0.25
तीन केटाहरू पानीको छेउमा बलौटे समुद्र तटमा बसिरहेका छन् र एकजना दुई साना केटीहरूसँग कुरा गरिरहेका छन्।,केटाहरू पानीको छेउमा समुद्र तटमा बसे।,1,0.6
नीलो पानीको छेउमा बालुवा समुद्र तटमा वयस्क र बच्चाहरूको सानो समूहले टोपी र शर्ट्स लगाएका छन्।,वयस्क र बच्चाहरूको सानो समूहले टोपी लगाएका छैनन्,0,1.0
नीलो पानीको छेउमा बालुवा समुद्र तटमा वयस्क र बच्चाहरूको सानो समूहले टोपी र शर्ट्स लगाएका छन्।,वयस्क र बच्चाहरूको सानो समूहले टोपी लगाएका छन्,1,1.0
टोपी लगाएका चार व्यक्ति तटमा आराम गरिरहेका छन्।,कतिपयले तटमा ठूलो पार्टी गरिरहेका छन्।,0,0.0
टोपी लगाएका चार व्यक्ति तटमा आराम गरिरहेका छन्।,कोही मानिस तटमा बसिरहेका छन् ।,1,0.0
बेरेट लगाएको मान्छे सडकमा हिंड्छ र मुस्कुराउँछ।,हिँड्दा मान्छे खुसी हुन्छ।,1,0.0
बेरेट लगाएको मान्छे सडकमा हिंड्छ र मुस्कुराउँछ।,महिला बाहिर बस्छिन्।,0,0.0
दुई जना बाहिर हिउँमा हिंडिरहेका छन्।,जनता भित्रै छन् ।,0,0.0
दुई जना बाहिर हिउँमा हिंडिरहेका छन्।,मान्छेहरू छन्।,1,0.0
एउटा कुकुर उसको पीठमा घुम्छ।,कुकुर पौडी खेलिरहेको छ।,0,0.0
एउटा कुकुर उसको पीठमा घुम्छ।,कुकुर घुम्छ।,1,0.0
बसमा कालो कुर्सीमा बसेका मानिसहरू।,बसमा बसेका मान्छे,1,0.0
बसमा कालो कुर्सीमा बसेका मानिसहरू।,जनता बाहिर छन् ।,0,0.0
एक महिला जसले भर्खरै आफ्नो नृत्य प्रस्तुति समाप्त गरेकी छिन्।,एउटी महिलाले भर्खरै केक खाइन्।,0,0.25
एक महिला जसले भर्खरै आफ्नो नृत्य प्रस्तुति समाप्त गरेकी छिन्।,एउटी महिलाले भर्खरै नाच्न सकेकी थिइन्।,1,0.25
एउटी युवती शार्प मार्करले चित्र कोर्दै छिन्।,एउटी महिला चित्र कोर्दै छिन्।,1,0.3333333333333333
एउटी युवती शार्प मार्करले चित्र कोर्दै छिन्।,एउटी महिला चित्र कोर्दै छिन्।,1,0.3333333333333333
एउटी युवती शार्प मार्करले चित्र कोर्दै छिन्।,महिला वृद्ध भइन्,0,0.0
एउटी युवती शार्प मार्करले चित्र कोर्दै छिन्।,एउटी जवान केटी शार्प मार्कर प्रयोग गरेर चित्र कोर्दै छिन्,1,0.4
एउटी युवती शार्प मार्करले चित्र कोर्दै छिन्।,महिला कोठा वरिपरि दौडिरहेको छ।,0,0.0
एउटी युवती शार्प मार्करले चित्र कोर्दै छिन्।,तीन कला विद्यार्थीहरू कला कक्षामा हिंडिरहेका छन् र तिनीहरूको पेन्ट ब्रश आदानप्रदान गर्दै छन्,0,0.0
एउटी युवती शार्प मार्करले चित्र कोर्दै छिन्।,एक महिला चित्र कोर्दै छन्,1,0.5
एउटी युवती शार्प मार्करले चित्र कोर्दै छिन्।,महिला चित्र कोर्दै छिन्,1,0.5
एउटी युवती शार्प मार्करले चित्र कोर्दै छिन्।,महिलाहरूले पेन्सिल प्रयोग गर्छन्,0,0.0
एउटी युवती शार्प मार्करले चित्र कोर्दै छिन्।,एक जना मानिस रंगीन पेन्सिलले चित्र कोर्दै छ।,0,0.25
एउटी महिला नीलो स्थायी मार्करको साथ टेबलमा चित्र कोर्दै छिन्।,एउटी महिला रंगीन पेन्सिलले भित्तामा लेखिरहेकी छिन्।,0,0.2
एउटी महिला नीलो स्थायी मार्करको साथ टेबलमा चित्र कोर्दै छिन्।,एउटी महिला चित्र कोर्दै छिन्।,1,0.6666666666666666
एउटी युवतीले स्थायी मार्करको साथ टाइलमा रेखाहरू कोर्छिन्।,सिकर्मीले काठको बोर्डमा रेखाहरू कोर्छन्।,0,0.25
एउटी युवतीले स्थायी मार्करको साथ टाइलमा रेखाहरू कोर्छिन्।,एक व्यक्तिले लेखन भाँडा प्रयोग गर्दैछ।,1,0.0
स्ट्रबेरी गोरा कपाल भएको महिलाले पहेंलो र कालोमा टाइल सजाउँछिन्।,एउटी महिला टाइल सजाउँदै छिन्।,1,0.3333333333333333
स्ट्रबेरी गोरा कपाल भएको महिलाले पहेंलो र कालोमा टाइल सजाउँछिन्।,एउटी महिला टोकरी बुन्दै छिन्।,0,0.0
"एक कला विद्यार्थीले बाक्लो, सेतो पोस्टर बोर्डमा ढाँचा सिर्जना गर्न नीलो Sharpie प्रयोग गर्दछ।",एक विद्यार्थी पोस्टर बोर्डमा कोर्दै।,1,0.3333333333333333
"एक कला विद्यार्थीले बाक्लो, सेतो पोस्टर बोर्डमा ढाँचा सिर्जना गर्न नीलो Sharpie प्रयोग गर्दछ।",एक विद्यार्थी स्कार्फ बुन्दै।,0,0.0
एक सैनिक परेडको क्रममा मानिसहरूको जुलुसको अगाडि हिंड्दै।,एकजना मानिस परेडको पछाडि हिंड्छन्।,0,0.0
एक सैनिक परेडको क्रममा मानिसहरूको जुलुसको अगाडि हिंड्दै।,एकजना मानिस परेडमा छन्..,1,0.0
"खाली खुट्टा, कोही बाथरूमको ऐनामा हेरिरहेको देखिन्छ।",एक व्यक्ति ऐनामा हेरिरहेको देखिन्छ।,1,0.5
"खाली खुट्टा, कोही बाथरूमको ऐनामा हेरिरहेको देखिन्छ।",जुत्ता लगाएको मान्छे नाचिरहेको छ।,0,0.0
पोखरीमा एउटी महिला तल हेर्दै।,एउटी महिला आँसुको पोखरीमा डुब्न तयार हुँदै हेर्दै छिन्।,0,0.3333333333333333
पोखरीमा एउटी महिला तल हेर्दै।,एउटी महिला पोखरीमा हेर्दै छिन्।,1,0.3333333333333333
रंगीन पर्खालको छेउमा साइकल चलाउने व्हीली पप।,पर्खालको छेउमा एकजना व्यक्ति बाइक चलाउँदै छन्।,1,0.2
रंगीन पर्खालको छेउमा साइकल चलाउने व्हीली पप।,एक व्यक्ति पर्खाल छेउमा आफ्नो बाइक हिड्दै छ।,0,0.25
एक बेसबल खेलाडी बेसबल हिर्काउँछन्।,खेलाडीले आफ्नो ब्याट स्विंग गर्छ।,1,0.0
एक बेसबल खेलाडी बेसबल हिर्काउँछन्।,खेलाडीले फुटबल फ्याँकिरहेको छ।,0,0.0
पहेंलो शर्ट लगाएकी एउटी महिला आफ्नो कुकुरसँग पार्कमा हिंडिरहेकी छिन्।,मानिस बिरालोबाट भागिरहेको छ,0,0.0
पहेंलो शर्ट लगाएकी एउटी महिला आफ्नो कुकुरसँग पार्कमा हिंडिरहेकी छिन्।,एउटी महिला आफ्नो कुकुरसँगै हिँडिरहेकी छिन्,1,0.6666666666666666
भित्ताले ढाकिएको भित्तामा ट्रिक प्रदर्शन गर्दै एउटा सानो साइकलमा मान्छे।,भित्ताले ढाकिएको पर्खालमा साइकल चढ्दै एउटा मानिस।,1,0.2
भित्ताले ढाकिएको भित्तामा ट्रिक प्रदर्शन गर्दै एउटा सानो साइकलमा मान्छे।,एउटा मानिस देशको सडकमा साइकल चलाउँदै छ।,0,0.0
एक बेसबल खेलाडी बल हिर्काउँदै।,कसैले बल प्रहार गर्दै,1,0.0
एक बेसबल खेलाडी बल हिर्काउँदै।,२ बास्केटबल खेलाडी,0,0.0
एक ट्रायल बाइकर भित्ताले भरिएको भित्तामा स्टन्ट गर्दै।,व्यक्ति साइकलमा छन्।,1,0.0
एक ट्रायल बाइकर भित्ताले भरिएको भित्तामा स्टन्ट गर्दै।,मानिस डुङ्गामा छ।,0,0.0
एक bmx राइडरले भित्ताले ढाकिएको भित्तामा ट्रिक गर्छ।,एक बाइक सवार बाहिर चालहरू गर्दै छन्।,1,0.0
एक bmx राइडरले भित्ताले ढाकिएको भित्तामा ट्रिक गर्छ।,मोटरसाइकल चालक कुर्सीमा बसेका छन्।,0,0.0
हरियो साइकल चलाउने लुगा र हेलमेट लगाएका दुई जना पुरुष साइकल चलाइरहेका छन्।,दुईजना केटा साइकल चलाउँछन्।,1,0.0
हरियो साइकल चलाउने लुगा र हेलमेट लगाएका दुई जना पुरुष साइकल चलाइरहेका छन्।,दुई केटाहरू टिभीको अगाडि ह्याम्बर्गर खाइरहेका छन्।,0,0.0
बैजनी शर्ट लगाएकी एउटी महिला घुमाउरो भित्तामा एक व्यक्तिको चित्र कोर्दै छिन्।,एक महिला चित्रकारी।,1,0.0
बैजनी शर्ट लगाएकी एउटी महिला घुमाउरो भित्तामा एक व्यक्तिको चित्र कोर्दै छिन्।,एउटी नग्न महिलाले आफ्नो मलको साथ छडी चित्रकारी गर्दै।,0,0.0
बैजनी शर्ट लगाएकी एउटी महिला भित्तामा अर्को महिलाको चित्र कोर्दै।,एक जना पुरुष पार्टीमा नाचिरहेका छन् भने महिला भित्तामा छिन्।,0,0.25
बैजनी शर्ट लगाएकी एउटी महिला भित्तामा अर्को महिलाको चित्र कोर्दै।,बैजनी लुगा लगाएकी एउटी महिलाले अर्को महिलाको चित्र कोर्दै छिन्।,1,0.5
सार्वजनिक भित्तामा एक महिला चित्रकारी!,महिला कफी हाउस भित्र थिइन् ।,0,0.0
सार्वजनिक भित्तामा एक महिला चित्रकारी!,महिला चित्रकारी थिइन् ।,1,0.5
पुल पार गर्दै सात जना मान्छे।,पुलमा मानिसहरु छन्,1,0.0
पुल पार गर्दै सात जना मान्छे।,पुलमा एकजना व्यक्ति छन्,0,0.0
तीनजना केटाहरू हुडी लगाएका छन्‌।,तीन जवान केटाहरू पौडी खेल्ने ट्रंकमा छन् र शर्टहरू छैनन्।,0,0.0
तीनजना केटाहरू हुडी लगाएका छन्‌।,सबै हुडीमा जवान केटाहरूको समूह।,1,0.0
एक पुरुष र एक महिला एक शहर मा कुराकानी।,मानिस गाउँमा थियो,0,0.0
एक पुरुष र एक महिला एक शहर मा कुराकानी।,मान्छे बोल्दै थियो,1,0.0
एक पुरुष र एक महिला बाहिरी टेबलमा खाँदै।,पुरुष र महिला आफ्नो फोनमा छन्।,0,0.5
एक पुरुष र एक महिला बाहिरी टेबलमा खाँदै।,जोडी बाहिर छन्।,1,0.0
एक जोडी सार्वजनिक खाजाको टेबलमा खाजा खाँदै।,एक जोडी सुतिरहेको छ।,0,0.0
एक जोडी सार्वजनिक खाजाको टेबलमा खाजा खाँदै।,एक जोडी खाजा खाइरहेको छ,1,0.0
हुड लगाएको स्वेटसर्टमा तीन केटाहरू उभिएर क्यामेरा हेर्दै।,हुड लगाएको स्वेटसर्टमा केही केटाकेटीहरू लुट्छन्।,1,0.3333333333333333
हुड लगाएको स्वेटसर्टमा तीन केटाहरू उभिएर क्यामेरा हेर्दै।,तीन केटीहरू चियापान गर्दै।,0,0.0
रंगीन बुनेको टोपीमा मुस्कुराउँदै एउटी सानी केटी।,सानी केटी रिसाए,0,0.5
रंगीन बुनेको टोपीमा मुस्कुराउँदै एउटी सानी केटी।,सानी केटी खुसी छिन्,1,0.5
रंगीन टोपी लगाएकी सानी केटी कुसनमा टेकेर।,एउटी सानी केटी हाँस्दै बैठक कोठाबाट दौडिरहेकी छिन्,0,0.2
रंगीन टोपी लगाएकी सानी केटी कुसनमा टेकेर।,भित्र एउटी केटी छिन्।,1,0.0
रंगीन टोपी लगाएकी सानी केटी कुसनमा टेकेर।,एउटी सानी केटीले रंगीन टोपी लगाउँछिन्।,1,0.4
रंगीन टोपी लगाएकी सानी केटी कुसनमा टेकेर।,टोपी लगाएकी केटी,1,0.0
रंगीन टोपी लगाएकी सानी केटी कुसनमा टेकेर।,एउटा बच्चा रोइरहेको छ।,0,0.0
रंगीन टोपी लगाएकी सानी केटी कुसनमा टेकेर।,एउटी केटी खेतमा घोडा चढ्छिन्।,0,0.0
रंगीन टोपी लगाएकी सानी केटी कुसनमा टेकेर।,एउटी केटीले टोपी लगाएकी छिन्।,1,0.0
रंगीन टोपी लगाएकी सानी केटी कुसनमा टेकेर।,एउटी केटीको टाउकोमा केहि छ।,1,0.0
रंगीन टोपी लगाएकी सानी केटी कुसनमा टेकेर।,"एउटी सानी केटी पल्टिरहेकी छिन्, किनकि उनी धेरै बिरामी छिन्।",0,0.25
रंगीन टोपी लगाएकी सानी केटी कुसनमा टेकेर।,एउटा केटा खेतमा दौडिरहेको छ।,0,0.0
सिरानीमा टाउको राखेर हातले टाउको माथि राख्दै बुनेको टोपी लगाएकी एउटी केटी।,एउटा बच्चा सुतिरहेको छ।,1,0.0
सिरानीमा टाउको राखेर हातले टाउको माथि राख्दै बुनेको टोपी लगाएकी एउटी केटी।,एउटा केटा आफ्ना साथीहरूसँग खेलिरहेको छ,0,0.0
"गुलाबी, नीलो, सुन्तला र हरियो टोपी लगाएकी एउटी केटी आफ्नो अनुहारमा हात राखेर क्यामेराको लागि पोज दिँदै।",एउटी सानी केटीले आइसक्रिम ट्रकलाई पछ्याउँछिन्।,0,0.0
"गुलाबी, नीलो, सुन्तला र हरियो टोपी लगाएकी एउटी केटी आफ्नो अनुहारमा हात राखेर क्यामेराको लागि पोज दिँदै।",एउटी सानी केटी क्यामेराको लागि पोज दिन्छिन्।,1,0.2
धेरै मानिसहरू चम्किलो रङ्गको टावरबाट टाढा सर्दैछन्।,टावर नजिकै मानिसहरूको समूह छ।,1,0.0
धेरै मानिसहरू चम्किलो रङ्गको टावरबाट टाढा सर्दैछन्।,मानिसहरु घर भित्र छन् ।,0,0.0
हुड भएको स्वेटसर्ट लगाएका तीन युवाहरू फोटोको लागि पोज दिइरहेका छन्।,पुरुषहरू पाई खाइरहेका छन्।,0,0.0
हुड भएको स्वेटसर्ट लगाएका तीन युवाहरू फोटोको लागि पोज दिइरहेका छन्।,तीन जनाले लुगा लगाएका छन् ।,1,0.0
तस्विरको लागि फेन्सी टोपीमा एशियाली बच्चा,बच्चा एशियाली हो,1,0.0
तस्विरको लागि फेन्सी टोपीमा एशियाली बच्चा,बच्चा मेक्सिकन हो,0,0.0
एक मानिस दूरबीन मार्फत दृश्यहरू हेर्दै।,एक मानिसले आफ्नो दृष्टिकोण सुधार गर्न उपकरण प्रयोग गर्दैछ।,1,0.0
एक मानिस दूरबीन मार्फत दृश्यहरू हेर्दै।,मान्छे किताब पढ्दै छ।,0,0.0
जमेको जमिनबाट बाहिर फोटो खिच्ने मान्छे।,मानिस कफी पिइरहेको छ।,0,0.0
जमेको जमिनबाट बाहिर फोटो खिच्ने मान्छे।,मानिससँग क्यामेरा छ।,1,0.0
"एक केटा समुद्रको छेउमा आइस प्याचमा उभिरहेको छ, सूर्यास्तमा टेलिस्कोप मार्फत हेर्दै।",एक महिला जमिनमा पनडुब्बी पाइलट,0,0.0
